# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/j8hwang/lab5/tagdirs/Oct4
#
# total peaks = 2203
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1733716.0
# Total tags in peaks = 45928.0
# Approximate IP efficiency = 2.65%
# tags per bp = 0.000795
# expected tags per peak = 0.060
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.024429e-07
# FDR tag threshold = 4.0
# number of putative peaks = 95516
#
# input tag directory = /home/j8hwang/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 90247
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3065
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/j8hwang/lab5/tagdirs/Oct4 -i /home/j8hwang/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-198	17	66104206	66104280	+	230.7	0.697	34.000000	39.7	9.0	4.41	1.28e-13	8.31	2.71e-22	0.83
17-345	17	75521453	75521527	+	230.7	0.727	25.000000	39.7	2.0	19.86	3.84e-36	17.86	9.91e-35	1.22
17-248	17	80785613	80785687	+	230.7	0.740	30.000000	39.7	0.5	79.43	5.41e-59	16.19	5.72e-34	1.03
17-249	17	83477360	83477434	+	230.7	0.714	30.000000	40.7	2.0	20.35	1.92e-37	15.08	8.15e-33	0.99
17-262	17	5660786	5660860	+	225.0	0.753	28.000000	38.7	2.0	19.36	7.50e-35	20.00	1.49e-36	1.00
17-211	17	10079062	10079136	+	225.0	0.485	32.000000	39.7	7.0	5.67	4.92e-17	12.17	1.14e-28	0.94
17-251	17	10630926	10631000	+	225.0	0.800	29.000000	38.7	3.0	12.91	1.39e-28	16.01	3.45e-32	0.98
17-212	17	15207333	15207407	+	225.0	0.651	32.000000	38.7	5.0	7.74	5.37e-21	6.54	2.58e-19	0.91
17-203	17	23788771	23788845	+	225.0	0.712	33.000000	39.7	8.0	4.96	3.41e-15	8.34	6.98e-23	0.88
17-228	17	27241129	27241203	+	225.0	0.824	31.000000	38.7	2.0	19.36	7.50e-35	8.48	1.77e-21	0.93
17-245	17	45456880	45456954	+	225.0	0.682	30.000000	39.7	3.0	13.24	1.07e-29	8.38	5.90e-23	0.97
17-246	17	52563703	52563777	+	225.0	0.602	30.000000	38.7	2.0	19.36	7.50e-35	19.55	3.50e-36	0.97
17-206	17	65450140	65450214	+	225.0	0.635	33.000000	38.7	2.0	19.36	7.50e-35	18.63	2.07e-35	0.85
17-237	17	88261016	88261090	+	225.0	0.650	31.000000	38.7	6.0	6.45	2.08e-18	10.38	3.27e-26	0.97
17-227	17	3460761	3460835	+	219.2	0.647	31.000000	37.7	6.0	6.29	1.32e-17	15.40	8.59e-31	0.89
17-353	17	8239866	8239940	+	219.2	0.717	24.000000	37.7	0.5	75.46	3.21e-55	15.33	1.63e-31	1.15
17-267	17	35027648	35027722	+	219.2	0.667	28.000000	38.7	4.0	9.68	2.95e-24	14.62	8.88e-31	1.02
17-216	17	35543504	35543578	+	219.2	0.613	32.000000	38.7	2.0	19.36	7.50e-35	9.38	1.77e-23	0.93
17-231	17	48512698	48512772	+	219.2	0.586	31.000000	37.7	1.0	37.73	2.75e-44	22.06	3.40e-37	0.89
17-247	17	67996286	67996360	+	219.2	0.792	30.000000	37.7	1.0	37.73	2.75e-44	18.83	5.68e-33	0.93
17-256	17	71598022	71598096	+	219.2	0.657	29.000000	38.7	3.0	12.91	1.39e-28	10.91	2.55e-26	0.98
17-208	17	80885110	80885184	+	219.2	0.724	33.000000	37.7	4.0	9.43	2.81e-23	21.13	1.61e-36	0.83
17-276	17	83729163	83729237	+	219.2	0.548	28.000000	37.7	4.0	9.43	2.81e-23	10.16	2.97e-25	0.98
17-264	17	18520485	18520559	+	213.4	0.826	28.000000	36.7	2.0	18.37	2.64e-32	17.74	6.19e-33	0.99
17-215	17	31313370	31313444	+	213.4	0.623	32.000000	36.7	0.5	73.47	2.37e-53	12.59	8.83e-28	0.87
17-204	17	36973460	36973534	+	213.4	0.518	33.000000	36.7	6.0	6.12	8.20e-17	6.69	1.03e-18	0.87
17-230	17	36976584	36976658	+	213.4	0.931	31.000000	36.7	0.5	73.47	2.37e-53	6.79	6.37e-19	0.87
17-217	17	36982908	36982982	+	213.4	0.487	32.000000	37.7	5.0	7.55	4.10e-20	6.53	6.35e-18	0.89
17-232	17	48707745	48707819	+	213.4	0.667	31.000000	36.7	2.0	18.37	2.64e-32	18.98	5.83e-34	0.89
17-223	17	69398332	69398406	+	213.4	0.743	32.000000	36.7	3.0	12.24	2.19e-26	15.90	2.83e-31	0.84
17-233	17	70086901	70086975	+	213.4	0.608	31.000000	37.7	1.0	37.73	2.75e-44	21.96	3.42e-36	0.89
17-259	17	85690552	85690626	+	213.4	0.800	29.000000	36.7	1.0	36.73	1.02e-42	8.89	1.06e-22	0.93
17-279	17	88346979	88347053	+	213.4	0.610	28.000000	36.7	8.0	4.59	3.73e-13	12.46	1.25e-27	0.96
17-280	17	4967345	4967419	+	207.6	0.617	27.000000	35.7	2.0	17.87	4.76e-31	13.50	4.40e-28	1.03
17-240	17	10366032	10366106	+	207.6	0.761	30.000000	35.7	1.0	35.74	3.66e-41	13.05	1.34e-27	0.93
17-285	17	30878928	30879002	+	207.6	0.714	27.000000	35.7	4.0	8.94	2.35e-21	10.71	9.36e-25	1.03
17-253	17	34911122	34911196	+	207.6	0.645	29.000000	35.7	3.0	11.91	2.63e-25	11.91	2.80e-26	0.96
17-244	17	36844361	36844435	+	207.6	0.729	30.000000	35.7	4.0	8.94	2.35e-21	10.49	1.80e-24	0.93
17-218	17	37535391	37535465	+	207.6	0.688	32.000000	35.7	2.0	17.87	4.76e-31	24.64	5.29e-36	0.84
17-222	17	48098522	48098596	+	207.6	0.636	32.000000	35.7	4.0	8.94	2.35e-21	8.41	8.18e-21	0.90
17-273	17	69277277	69277351	+	207.6	0.795	28.000000	35.7	5.0	7.15	2.20e-18	9.30	8.93e-23	0.99
17-315	17	79135442	79135516	+	207.6	0.694	26.000000	35.7	2.0	17.87	4.76e-31	12.60	4.30e-27	1.07
17-235	17	79343155	79343229	+	207.6	0.551	31.000000	35.7	5.0	7.15	2.20e-18	11.21	2.07e-25	0.89
17-225	17	86293572	86293646	+	207.6	0.767	32.000000	35.7	5.0	7.15	2.20e-18	21.36	7.53e-35	0.96
17-299	17	10496734	10496808	+	201.9	0.613	26.000000	34.7	3.0	11.58	3.08e-24	13.04	3.80e-26	1.02
17-242	17	27827737	27827811	+	201.9	0.612	30.000000	34.7	2.0	17.37	8.35e-30	11.46	4.60e-25	0.90
17-266	17	28548354	28548428	+	201.9	0.800	28.000000	34.7	2.0	17.37	8.35e-30	13.62	1.76e-27	0.97
17-219	17	45459123	45459197	+	201.9	0.574	32.000000	34.7	5.0	6.95	1.55e-17	6.76	1.87e-17	0.82
17-312	17	52611519	52611593	+	201.9	0.592	26.000000	34.7	4.0	8.69	2.07e-20	13.78	1.20e-27	1.01
17-292	17	58948210	58948284	+	201.9	0.675	27.000000	36.7	3.0	12.24	2.19e-26	18.98	3.22e-32	1.01
17-275	17	79342807	79342881	+	201.9	0.657	28.000000	34.7	3.0	11.58	3.08e-24	10.90	2.33e-24	0.97
17-250	17	89865166	89865240	+	201.9	0.656	30.000000	34.7	1.0	34.75	1.28e-39	22.27	1.57e-34	0.90
17-387	17	7529251	7529325	+	196.1	0.629	23.000000	33.8	3.0	11.25	3.49e-23	11.14	5.29e-24	1.16
17-329	17	30533249	30533323	+	196.1	0.621	25.000000	33.8	2.0	16.88	1.42e-28	17.17	6.04e-30	1.02
17-252	17	31811551	31811625	+	196.1	0.750	29.000000	33.8	1.0	33.76	4.36e-38	8.93	4.69e-21	0.88
17-229	17	34162371	34162445	+	196.1	0.788	31.000000	33.8	3.0	11.25	3.49e-23	15.79	8.91e-29	0.88
17-334	17	35593919	35593993	+	196.1	0.839	25.000000	34.7	5.0	6.95	1.55e-17	7.65	1.58e-18	1.04
17-269	17	66108332	66108406	+	196.1	0.667	28.000000	33.8	5.0	6.75	1.06e-16	8.08	9.54e-20	0.95
17-270	17	66223911	66223985	+	196.1	0.662	28.000000	33.8	3.0	11.25	3.49e-23	13.08	3.47e-26	0.91
17-234	17	78885738	78885812	+	196.1	0.667	31.000000	34.7	2.0	17.37	8.35e-30	11.36	2.84e-24	0.91
17-317	17	80809522	80809596	+	196.1	0.783	26.000000	33.8	3.0	11.25	3.49e-23	13.68	8.51e-27	1.02
17-260	17	87809783	87809857	+	196.1	0.631	29.000000	33.8	4.0	8.44	1.76e-19	18.90	2.04e-30	0.89
17-355	17	16219784	16219858	+	190.3	0.671	24.000000	32.8	5.0	6.55	7.02e-16	18.20	6.75e-30	1.08
17-302	17	21375535	21375609	+	190.3	0.864	26.000000	32.8	4.0	8.19	1.46e-18	28.17	6.82e-36	0.99
17-356	17	25792418	25792492	+	190.3	0.712	24.000000	32.8	4.0	8.19	1.46e-18	12.48	7.71e-25	1.04
17-311	17	46438548	46438622	+	190.3	0.689	26.000000	32.8	5.0	6.55	7.02e-16	9.41	1.44e-20	1.01
17-290	17	53510582	53510656	+	190.3	0.643	27.000000	32.8	2.0	16.38	2.35e-27	15.77	5.84e-28	0.92
17-291	17	53658899	53658973	+	190.3	0.694	27.000000	32.8	5.0	6.55	7.02e-16	13.27	1.17e-25	0.99
17-254	17	54396503	54396577	+	190.3	0.623	29.000000	32.8	1.0	32.76	1.44e-36	29.11	2.40e-36	0.92
17-268	17	58932732	58932806	+	190.3	0.627	28.000000	32.8	5.0	6.55	7.02e-16	13.36	5.16e-25	0.97
17-271	17	66285422	66285496	+	190.3	0.712	28.000000	32.8	6.0	5.46	9.15e-14	12.43	2.18e-23	0.87
17-272	17	68411681	68411755	+	190.3	0.839	28.000000	32.8	1.0	32.76	1.44e-36	28.54	4.51e-36	0.92
17-255	17	70900834	70900908	+	190.3	0.717	29.000000	32.8	8.0	4.10	1.33e-10	11.74	4.91e-24	0.86
17-296	17	79708343	79708417	+	190.3	0.594	27.000000	32.8	6.0	5.46	9.15e-14	12.73	4.17e-25	0.92
17-316	17	80574747	80574821	+	190.3	0.732	26.000000	32.8	5.0	6.55	7.02e-16	11.26	7.90e-23	0.97
17-379	17	83579131	83579205	+	190.3	0.792	24.000000	32.8	1.0	32.76	1.44e-36	16.36	1.87e-28	1.04
17-278	17	87623886	87623960	+	190.3	0.644	28.000000	33.8	2.0	16.88	1.42e-28	18.58	3.50e-30	0.92
17-261	17	90844082	90844156	+	190.3	0.697	29.000000	32.8	4.0	8.19	1.46e-18	13.75	2.19e-25	0.90
17-301	17	17603765	17603839	+	184.6	0.782	26.000000	31.8	3.0	10.59	4.13e-21	18.41	3.39e-29	0.93
17-359	17	28981197	28981271	+	184.6	0.521	24.000000	31.8	2.0	15.89	3.77e-26	7.27	6.51e-17	1.07
17-287	17	35812551	35812625	+	184.6	0.839	27.000000	31.8	1.0	31.77	4.62e-35	11.45	4.93e-23	0.93
17-367	17	56953936	56954010	+	184.6	0.647	24.000000	31.8	6.0	5.30	4.91e-13	11.80	2.03e-23	1.05
17-339	17	64804593	64804667	+	184.6	0.702	25.000000	31.8	2.0	15.89	3.77e-26	16.95	2.77e-27	0.98
17-293	17	70828806	70828880	+	184.6	0.828	27.000000	33.8	3.0	11.25	3.49e-23	4.30	2.26e-11	0.97
17-373	17	70892853	70892927	+	184.6	0.592	24.000000	32.8	7.0	4.68	4.85e-12	8.76	5.51e-18	1.05
17-257	17	83664865	83664939	+	184.6	0.800	29.000000	31.8	3.0	10.59	4.13e-21	6.84	3.41e-16	0.84
17-346	17	83989134	83989208	+	184.6	0.808	25.000000	31.8	4.0	7.94	1.17e-17	10.83	2.47e-22	1.05
17-350	17	87834548	87834622	+	184.6	0.761	25.000000	31.8	6.0	5.30	4.91e-13	16.04	2.18e-27	0.97
17-298	17	6857350	6857424	+	178.8	0.676	26.000000	31.8	1.0	31.77	4.62e-35	7.13	3.44e-16	0.95
17-323	17	10046999	10047073	+	178.8	0.667	25.000000	30.8	4.0	7.69	9.13e-17	14.70	1.02e-24	0.95
17-390	17	10078658	10078732	+	178.8	0.740	23.000000	30.8	3.0	10.26	4.28e-20	9.54	3.85e-20	1.07
17-281	17	11037615	11037689	+	178.8	0.826	27.000000	30.8	1.0	30.78	1.43e-33	24.56	4.86e-32	0.90
17-300	17	14164207	14164281	+	178.8	0.785	26.000000	30.8	4.0	7.69	9.13e-17	10.00	4.28e-20	0.91
17-282	17	15684868	15684942	+	178.8	0.667	27.000000	30.8	3.0	10.26	4.28e-20	12.64	6.89e-23	0.91
17-362	17	46782606	46782680	+	178.8	0.731	24.000000	30.8	5.0	6.16	2.82e-14	9.56	3.61e-20	0.98
17-365	17	55789284	55789358	+	178.8	0.893	24.000000	30.8	1.0	30.78	1.43e-33	28.49	5.82e-34	0.98
17-314	17	66457476	66457550	+	178.8	0.633	26.000000	30.8	6.0	5.13	2.56e-12	8.55	8.10e-19	0.90
17-341	17	69787154	69787228	+	178.8	0.656	25.000000	30.8	5.0	6.16	2.82e-14	16.88	3.13e-27	0.94
17-295	17	70990083	70990157	+	178.8	0.687	27.000000	30.8	4.0	7.69	9.13e-17	7.00	1.82e-16	0.90
17-404	17	74527475	74527549	+	178.8	0.683	23.000000	31.8	2.0	15.89	3.77e-26	7.42	3.83e-17	1.07
17-343	17	74573460	74573534	+	178.8	0.724	25.000000	31.8	1.0	31.77	4.62e-35	16.98	1.20e-25	0.96
17-344	17	75097377	75097451	+	178.8	0.714	25.000000	31.8	1.0	31.77	4.62e-35	18.40	2.53e-28	0.98
17-274	17	79003267	79003341	+	178.8	0.776	28.000000	31.8	3.0	10.59	4.13e-21	13.19	3.99e-24	0.87
17-258	17	83668406	83668480	+	178.8	0.615	29.000000	31.8	5.0	6.35	4.52e-15	6.62	2.34e-15	0.88
17-381	17	84596441	84596515	+	178.8	0.542	24.000000	30.8	6.0	5.13	2.56e-12	11.49	2.05e-22	1.02
17-384	17	90378042	90378116	+	178.8	0.654	24.000000	30.8	2.0	15.39	5.86e-25	20.15	1.36e-28	0.99
17-321	17	92608230	92608304	+	178.8	0.487	26.000000	30.8	4.0	7.69	9.13e-17	12.36	2.60e-23	0.94
17-322	17	94269886	94269960	+	178.8	0.617	26.000000	31.8	3.0	10.59	4.13e-21	17.16	1.92e-27	0.98
17-324	17	10377534	10377608	+	173.0	0.804	25.000000	29.8	0.5	59.57	1.28e-40	10.56	9.76e-21	0.95
17-263	17	17425208	17425282	+	173.0	0.656	28.000000	30.8	4.0	7.69	9.13e-17	15.33	3.19e-25	0.84
17-327	17	22745842	22745916	+	173.0	0.583	25.000000	29.8	6.0	4.96	1.29e-11	14.98	6.07e-25	0.91
17-265	17	25274010	25274084	+	173.0	0.745	28.000000	29.8	3.0	9.93	4.29e-19	8.13	3.76e-17	0.85
17-330	17	31841419	31841493	+	173.0	0.679	25.000000	29.8	4.0	7.45	6.88e-16	10.31	1.86e-20	0.91
17-366	17	56613322	56613396	+	173.0	0.522	24.000000	29.8	4.0	7.45	6.88e-16	5.78	1.85e-13	0.96
17-337	17	64060711	64060785	+	173.0	0.816	25.000000	29.8	5.0	5.96	1.70e-13	17.23	5.45e-25	0.93
17-294	17	70866545	70866619	+	173.0	0.529	27.000000	30.8	4.0	7.69	9.13e-17	4.32	8.29e-11	0.91
17-297	17	79785801	79785875	+	173.0	0.881	27.000000	29.8	3.0	9.93	4.29e-19	12.41	1.16e-22	0.84
17-377	17	80490415	80490489	+	173.0	0.744	24.000000	29.8	1.0	29.78	4.30e-32	16.14	7.48e-26	0.99
17-319	17	84571804	84571878	+	173.0	0.691	26.000000	29.8	2.0	14.89	8.80e-24	11.70	2.79e-21	0.88
17-348	17	86434879	86434953	+	173.0	0.784	25.000000	29.8	5.0	5.96	1.70e-13	16.01	9.40e-26	0.95
17-383	17	90244502	90244576	+	173.0	0.544	24.000000	29.8	2.0	14.89	8.80e-24	16.27	5.94e-26	0.99
17-451	17	4948512	4948586	+	167.3	0.704	21.000000	28.8	5.0	5.76	9.93e-13	14.37	1.12e-23	1.05
17-354	17	13338136	13338210	+	167.3	0.967	24.000000	28.8	1.0	28.79	1.25e-30	41.71	1.49e-36	0.92
17-325	17	14927936	14928010	+	167.3	0.758	25.000000	28.8	3.0	9.60	4.16e-18	11.35	6.21e-21	0.92
17-420	17	15832709	15832783	+	167.3	0.759	22.000000	28.8	1.0	28.79	1.25e-30	13.61	4.88e-23	1.05
17-421	17	15990429	15990503	+	167.3	0.702	22.000000	29.8	6.0	4.96	1.29e-11	13.33	2.46e-21	0.98
17-303	17	25756967	25757041	+	167.3	0.766	26.000000	28.8	5.0	5.76	9.93e-13	7.00	4.94e-15	0.89
17-304	17	26997845	26997919	+	167.3	0.745	26.000000	28.8	4.0	7.20	5.02e-15	10.51	4.74e-20	0.88
17-357	17	27855855	27855929	+	167.3	0.725	24.000000	28.8	4.0	7.20	5.02e-15	11.22	8.48e-21	1.00
17-358	17	28500701	28500775	+	167.3	0.750	24.000000	28.8	2.0	14.40	1.28e-22	10.54	8.36e-19	0.90
17-306	17	29056775	29056849	+	167.3	0.684	26.000000	28.8	3.0	9.60	4.16e-18	8.59	9.30e-18	0.92
17-361	17	31808295	31808369	+	167.3	0.717	24.000000	29.8	4.0	7.45	6.88e-16	5.94	2.53e-13	0.97
17-331	17	33951575	33951649	+	167.3	0.581	25.000000	28.8	6.0	4.80	6.28e-11	5.78	1.85e-13	0.88
17-473	17	47298120	47298194	+	167.3	0.702	21.000000	28.8	4.0	7.20	5.02e-15	11.32	6.71e-21	1.05
17-368	17	60965858	60965932	+	167.3	0.830	24.000000	30.8	1.0	30.78	1.43e-33	29.52	2.53e-32	0.96
17-340	17	69357825	69357899	+	167.3	0.821	25.000000	28.8	4.0	7.20	5.02e-15	18.45	1.23e-26	0.92
17-375	17	76500121	76500195	+	167.3	0.596	24.000000	28.8	4.0	7.20	5.02e-15	13.14	1.25e-22	0.96
17-320	17	85163111	85163185	+	167.3	0.719	26.000000	30.8	1.0	30.78	1.43e-33	7.75	1.26e-16	0.92
17-407	17	90271604	90271678	+	167.3	0.725	23.000000	28.8	1.0	28.79	1.25e-30	17.69	3.93e-26	0.96
17-411	17	94651688	94651762	+	167.3	0.756	23.000000	28.8	2.0	14.40	1.28e-22	5.95	9.16e-14	1.00
17-385	17	4645453	4645527	+	161.5	0.731	23.000000	28.8	4.0	7.20	5.02e-15	16.77	1.13e-24	0.97
17-352	17	5958825	5958899	+	161.5	0.650	24.000000	27.8	2.0	13.90	1.80e-21	14.47	5.37e-23	0.97
17-388	17	9202556	9202630	+	161.5	0.618	23.000000	27.8	0.5	55.60	4.15e-37	16.54	1.61e-24	0.93
17-283	17	24022819	24022893	+	161.5	0.579	27.000000	27.8	1.0	27.80	3.50e-29	10.30	1.48e-18	0.83
17-570	17	24351854	24351928	+	161.5	0.660	19.000000	27.8	5.0	5.56	5.60e-12	10.93	3.45e-19	1.15
17-284	17	25755290	25755364	+	161.5	0.649	27.000000	27.8	4.0	6.95	3.53e-14	7.11	3.42e-15	0.89
17-335	17	36896137	36896211	+	161.5	0.686	25.000000	28.8	4.0	7.20	5.02e-15	10.57	7.78e-19	0.90
17-363	17	47349887	47349961	+	161.5	0.552	24.000000	27.8	1.0	27.80	3.50e-29	11.62	1.61e-20	0.97
17-438	17	56054906	56054980	+	161.5	0.800	22.000000	29.8	2.0	14.89	8.80e-24	13.43	3.81e-22	1.02
17-313	17	56877101	56877175	+	161.5	0.642	26.000000	27.8	5.0	5.56	5.60e-12	7.29	1.85e-15	0.86
17-548	17	72839974	72840048	+	161.5	0.660	20.000000	27.8	2.0	13.90	1.80e-21	10.07	6.15e-19	1.07
17-378	17	80599566	80599640	+	161.5	0.732	24.000000	27.8	2.0	13.90	1.80e-21	11.91	4.09e-20	0.94
17-318	17	83677579	83677653	+	161.5	0.745	26.000000	27.8	1.0	27.80	3.50e-29	11.37	2.80e-20	0.86
17-445	17	83862008	83862082	+	161.5	0.700	22.000000	27.8	4.0	6.95	3.53e-14	9.48	2.84e-18	0.97
17-446	17	84011907	84011981	+	161.5	0.698	22.000000	27.8	2.0	13.90	1.80e-21	10.04	2.77e-18	0.98
17-447	17	84639963	84640037	+	161.5	0.795	22.000000	27.8	5.0	5.56	5.60e-12	10.93	7.62e-20	0.97
17-405	17	87639523	87639597	+	161.5	0.636	23.000000	27.8	0.5	55.60	4.15e-37	6.76	1.16e-14	0.97
17-386	17	6479656	6479730	+	155.7	0.964	23.000000	26.8	6.0	4.47	1.34e-09	13.23	2.96e-21	0.90
17-418	17	12047738	12047812	+	155.7	0.844	22.000000	26.8	3.0	8.94	3.53e-16	8.18	3.90e-16	0.98
17-422	17	16818542	16818616	+	155.7	0.589	22.000000	26.8	1.0	26.81	9.47e-28	17.51	2.47e-24	0.98
17-454	17	17612433	17612507	+	155.7	0.545	21.000000	26.8	3.0	8.94	3.53e-16	10.93	3.45e-19	0.98
17-328	17	24163761	24163835	+	155.7	0.849	25.000000	26.8	4.0	6.70	2.40e-13	8.93	4.68e-17	0.90
17-513	17	27621781	27621855	+	155.7	0.559	20.000000	26.8	4.0	6.70	2.40e-13	8.10	4.84e-16	1.03
17-393	17	29451430	29451504	+	155.7	0.591	23.000000	26.8	5.0	5.36	3.05e-11	5.89	2.08e-12	0.95
17-307	17	29492913	29492987	+	155.7	0.649	26.000000	27.8	3.0	9.27	3.90e-17	5.25	1.06e-11	0.86
17-360	17	29965666	29965740	+	155.7	0.661	24.000000	26.8	5.0	5.36	3.05e-11	9.95	3.40e-18	0.90
17-427	17	30262186	30262260	+	155.7	0.821	22.000000	27.8	4.0	6.95	3.53e-14	13.14	3.56e-21	0.98
17-429	17	33980314	33980388	+	155.7	0.736	22.000000	26.8	1.0	26.81	9.47e-28	7.47	3.26e-15	0.98
17-333	17	35270170	35270244	+	155.7	0.818	25.000000	26.8	5.0	5.36	3.05e-11	14.89	9.03e-22	0.83
17-470	17	35916988	35917062	+	155.7	0.775	21.000000	26.8	6.0	4.47	1.34e-09	4.87	5.31e-11	0.98
17-529	17	46857656	46857730	+	155.7	0.660	20.000000	26.8	6.0	4.47	1.34e-09	6.15	3.00e-13	1.03
17-336	17	50742266	50742340	+	155.7	0.702	25.000000	26.8	2.0	13.40	2.43e-20	19.42	1.76e-25	0.86
17-369	17	64293132	64293206	+	155.7	0.673	24.000000	26.8	5.0	5.36	3.05e-11	17.51	2.47e-24	0.94
17-338	17	64666144	64666218	+	155.7	0.723	25.000000	27.8	3.0	9.27	3.90e-17	16.54	1.06e-23	0.86
17-370	17	65776345	65776419	+	155.7	0.627	24.000000	26.8	1.0	26.81	9.47e-28	7.32	5.31e-15	0.94
17-371	17	66339768	66339842	+	155.7	0.635	24.000000	26.8	1.0	26.81	9.47e-28	8.87	5.60e-17	0.86
17-342	17	70750757	70750831	+	155.7	0.655	25.000000	26.8	2.0	13.40	2.43e-20	4.69	1.23e-10	0.86
17-441	17	79189186	79189260	+	155.7	0.724	22.000000	27.8	2.0	13.90	1.80e-21	14.89	9.03e-22	1.00
17-382	17	85189778	85189852	+	155.7	0.825	24.000000	26.8	2.0	13.40	2.43e-20	10.04	2.77e-18	0.94
17-558	17	87962558	87962632	+	155.7	0.592	20.000000	26.8	2.0	13.40	2.43e-20	9.48	1.73e-16	1.01
17-490	17	88468831	88468905	+	155.7	0.562	21.000000	26.8	4.0	6.70	2.40e-13	11.45	1.08e-19	0.98
17-491	17	88511204	88511278	+	155.7	0.673	21.000000	26.8	6.0	4.47	1.34e-09	8.14	4.35e-16	0.98
17-409	17	90797224	90797298	+	155.7	0.597	23.000000	26.8	1.0	26.81	9.47e-28	11.42	1.17e-19	0.94
17-413	17	5324699	5324773	+	150.0	0.574	22.000000	25.8	4.0	6.45	1.57e-12	10.62	3.04e-18	0.91
17-720	17	6479424	6479498	+	150.0	0.963	17.000000	25.8	3.0	8.60	3.07e-15	12.74	3.93e-20	1.17
17-391	17	10228333	10228407	+	150.0	0.762	23.000000	25.8	3.0	8.60	3.07e-15	19.44	1.32e-24	0.87
17-508	17	24139655	24139729	+	150.0	0.644	20.000000	25.8	3.0	8.60	3.07e-15	9.25	7.79e-17	1.05
17-576	17	27764552	27764626	+	150.0	0.682	19.000000	25.8	3.0	8.60	3.07e-15	9.10	1.13e-16	1.05
17-516	17	28226186	28226260	+	150.0	0.582	20.000000	25.8	5.0	5.16	1.60e-10	7.60	7.27e-15	1.00
17-392	17	28985182	28985256	+	150.0	0.829	23.000000	25.8	5.0	5.16	1.60e-10	5.12	9.84e-11	0.91
17-465	17	34949746	34949820	+	150.0	0.696	21.000000	25.8	2.0	12.91	3.17e-19	4.90	5.40e-10	1.01
17-476	17	54175874	54175948	+	150.0	0.844	21.000000	25.8	0.5	51.63	1.17e-33	31.00	1.11e-29	0.95
17-401	17	64749270	64749344	+	150.0	0.740	23.000000	25.8	5.0	5.16	1.60e-10	14.16	3.09e-21	0.91
17-402	17	65300084	65300158	+	150.0	0.674	23.000000	25.8	5.0	5.16	1.60e-10	21.64	9.23e-26	0.87
17-372	17	68004187	68004261	+	150.0	0.646	24.000000	25.8	5.0	5.16	1.60e-10	9.37	2.24e-16	0.83
17-810	17	80674098	80674172	+	150.0	0.964	17.000000	25.8	3.0	8.60	3.07e-15	13.34	1.31e-20	1.17
17-380	17	83606592	83606666	+	150.0	0.482	24.000000	26.8	5.0	5.36	3.05e-11	10.64	1.28e-17	0.87
17-627	17	84181309	84181383	+	150.0	0.653	19.000000	25.8	4.0	6.45	1.57e-12	7.37	1.45e-14	1.11
17-349	17	86616372	86616446	+	150.0	0.600	25.000000	25.8	2.0	12.91	3.17e-19	9.56	3.63e-17	0.83
17-406	17	87664431	87664505	+	150.0	0.646	23.000000	25.8	3.0	8.60	3.07e-15	10.92	1.56e-18	0.87
17-559	17	88706186	88706260	+	150.0	0.721	20.000000	26.8	4.0	6.70	2.40e-13	11.29	3.28e-18	1.01
17-410	17	93313467	93313541	+	150.0	0.698	23.000000	27.8	0.5	55.60	4.15e-37	13.87	5.06e-21	0.91
17-495	17	4092503	4092577	+	144.2	0.660	20.000000	24.8	3.0	8.27	2.57e-14	17.08	1.48e-21	1.01
17-419	17	12999425	12999499	+	144.2	0.755	22.000000	24.8	4.0	6.21	9.88e-12	6.54	6.02e-13	0.91
17-453	17	16727126	16727200	+	144.2	0.889	21.000000	24.8	3.0	8.27	2.57e-14	17.84	5.46e-22	0.96
17-326	17	20508396	20508470	+	144.2	0.559	25.000000	24.8	3.0	8.27	2.57e-14	22.20	4.24e-25	0.80
17-577	17	28583865	28583939	+	144.2	0.868	19.000000	24.8	3.0	8.27	2.57e-14	7.84	1.18e-14	1.07
17-461	17	31271280	31271354	+	144.2	0.491	21.000000	24.8	4.0	6.21	9.88e-12	9.15	1.46e-15	1.01
17-462	17	31425969	31426043	+	144.2	0.674	21.000000	25.8	1.0	25.81	2.47e-26	6.85	2.22e-13	0.96
17-395	17	35673884	35673958	+	144.2	0.783	23.000000	24.8	1.0	24.82	6.18e-25	11.49	2.21e-18	0.87
17-525	17	36982015	36982089	+	144.2	0.582	20.000000	24.8	4.0	6.21	9.88e-12	4.35	2.58e-09	1.01
